,X.,session_start_timeStamp,focal_start_timeStamp,timeStamp,scanned_individual_ID,ACTIVITY,HEIGHT,VOCAL,FOOD_ITEM,PARTNER_ID,lat0,lon0,group,species,source
386,261,"2018-06-29,07:25:22","2018-06-29,09:36:41","2018-06-29,09:46:41",RC,Resting,M (5-15),,,,-12.56705,-70.099264,IC4,SIMP,ipad
387,262,"2018-06-29,07:25:22","2018-06-29,09:36:41","2018-06-29,09:46:41",GBW,Resting,M (5-15),,,,-12.56705,-70.099264,IC4,SIMP,ipad
388,267,"2018-06-29,07:25:22","2018-06-29,09:50:32","2018-06-29,10:00:32",GBY,Foraging,L (0-5m),Invertebrate,,,-12.567076,-70.09903,IC4,SIMP,ipad
389,268,"2018-06-29,07:25:22","2018-06-29,09:50:32","2018-06-29,10:00:32",GBW,Moving,M (5-15),,,,-12.567076,-70.09903,IC4,SIMP,ipad
390,273,"2018-06-29,07:25:22","2018-06-29,10:19:12","2018-06-29,10:29:12",GBW,Moving,M (5-15),,,,-12.567338,-70.098882,IC4,SIMP,ipad
391,274,"2018-06-29,07:25:22","2018-06-29,10:19:12","2018-06-29,10:29:12",GBO,Resting,M (5-15),,,,-12.567338,-70.098882,IC4,SIMP,ipad
392,275,"2018-06-29,07:25:22","2018-06-29,10:19:12","2018-06-29,10:29:12",GBG,Foraging,M (5-15),Unknown,,,-12.567338,-70.098882,IC4,SIMP,ipad
393,281,"2018-06-29,07:25:22","2018-06-29,10:32:28","2018-06-29,10:42:29",GBO,Resting,M (5-15),,,,-12.56715,-70.099388,IC4,SIMP,ipad
394,282,"2018-06-29,07:25:22","2018-06-29,10:32:28","2018-06-29,10:42:29",GBG,Resting,M (5-15),,,,-12.56715,-70.099388,IC4,SIMP,ipad
395,295,"2018-06-29,07:25:22","2018-06-29,11:11:03","2018-06-29,11:21:03",GBW,Resting,M (5-15),,,,-12.56562,-70.100498,IC4,SIMP,ipad
396,302,"2018-06-29,07:25:22","2018-06-29,11:25:10","2018-06-29,11:35:11",RC,Moving,M (5-15),,,,-12.565456,-70.100616,IC4,SIMP,ipad
397,303,"2018-06-29,07:25:22","2018-06-29,11:25:10","2018-06-29,11:35:11",GBW,Resting,M (5-15),,,,-12.565456,-70.100616,IC4,SIMP,ipad
398,304,"2018-06-29,07:25:22","2018-06-29,11:25:10","2018-06-29,11:35:11",GBO,Resting,M (5-15),,,,-12.565456,-70.100616,IC4,SIMP,ipad
399,466,"2018-06-29,11:54:12","2018-06-29,11:54:20","2018-06-29,12:04:20",LPG,Resting,M (5-15),,,,-12.568966,-70.097126,MI4,SIMP,ipad
400,470,"2018-06-29,11:54:12","2018-06-29,11:54:20","2018-06-29,12:04:20",Juv,Moving,M (5-15),,,,-12.568966,-70.097126,MI4,SIMP,ipad
401,471,"2018-06-29,11:54:12","2018-06-29,11:54:20","2018-06-29,12:04:20",LBY,Resting,M (5-15),,,,-12.568966,-70.097126,MI4,SIMP,ipad
402,1224,"2018-07-17,09:51:45","2018-07-17,09:55:27","2018-07-17,09:55:27",RC,Resting,M (5-15),No Vocalization,,,-12.57077,-70.097706,MI4,SIMP,ipad
403,1227,"2018-07-17,09:51:45","2018-07-17,12:07:42","2018-07-17,12:07:42",Uncollared,Resting,H (15+),No Vocalization,,,-12.568898,-70.09841,MI4,SIMP,ipad
404,1228,"2018-07-17,09:51:45","2018-07-17,12:07:42","2018-07-17,12:07:42",RC,Moving,H (15+),No Vocalization,,,-12.568898,-70.09841,MI4,SIMP,ipad
405,1230,"2018-07-17,09:51:45","2018-07-17,12:15:49","2018-07-17,12:15:49",RC,Moving,M (5-15),No Vocalization,,,-12.568906,-70.098424,MI4,SIMP,ipad
406,1231,"2018-07-17,09:51:45","2018-07-17,12:15:49","2018-07-17,12:15:49",LPR,Moving,M (5-15),No Vocalization,,,-12.568906,-70.098424,MI4,SIMP,ipad
407,601,"2018-07-12,06:00:17","2018-07-12,07:05:04","2018-07-12,07:05:04",RC,Moving,M (5-15),,,,-12.56555,-70.09873,OE,SIMP,ipad
408,602,"2018-07-12,06:00:17","2018-07-12,07:05:04","2018-07-12,07:05:04",OBS,Resting,M (5-15),,,,-12.56555,-70.09873,OE,SIMP,ipad
409,604,"2018-07-12,06:00:17","2018-07-12,07:15:01","2018-07-12,07:15:01",OBS,Resting,M (5-15),,,,-12.56545,-70.098672,OE,SIMP,ipad
410,605,"2018-07-12,06:00:17","2018-07-12,07:15:01","2018-07-12,07:15:01",OPBl,Resting,M (5-15),,,,-12.56545,-70.098672,OE,SIMP,ipad
411,606,"2018-07-12,06:00:17","2018-07-12,07:15:01","2018-07-12,07:15:01",RC,Autogrooming,M (5-15),,,,-12.56545,-70.098672,OE,SIMP,ipad
412,607,"2018-07-12,07:26:38","2018-07-12,07:27:05","2018-07-12,07:27:05",RC,Being Groomed,M (5-15),,OBS,,-12.565604,-70.098686,OE,SIMP,ipad
413,608,"2018-07-12,07:26:38","2018-07-12,07:27:05","2018-07-12,07:27:05",OBS,Grooming,M (5-15),,RC,,-12.565604,-70.098686,OE,SIMP,ipad
414,611,"2018-07-12,07:26:38","2018-07-12,07:55:12","2018-07-12,07:55:12",OPBl,Scent-Marking,M (5-15),,,Anogenital,-12.565664,-70.098732,OE,SIMP,ipad
415,612,"2018-07-12,07:26:38","2018-07-12,07:55:12","2018-07-12,07:55:12",OBS,Moving,M (5-15),,,,-12.565664,-70.098732,OE,SIMP,ipad
416,619,"2018-07-12,07:26:38","2018-07-12,08:24:59","2018-07-12,08:24:59",RC,Resting,M (5-15),,,,-12.565398,-70.098854,OE,SIMP,ipad
418,623,"2018-07-12,07:26:38","2018-07-12,08:54:48","2018-07-12,08:54:48",OBS,Moving,L (0-5m),,,,-12.565402,-70.098858,OE,SIMP,ipad
419,624,"2018-07-12,07:26:38","2018-07-12,08:54:48","2018-07-12,08:54:48",RC,Moving,L (0-5m),,,,-12.565402,-70.098858,OE,SIMP,ipad
420,627,"2018-07-12,07:26:38","2018-07-12,09:04:42","2018-07-12,09:04:42",OBS,Resting,M (5-15),,,,-12.565064,-70.099084,OE,SIMP,ipad
421,629,"2018-07-12,07:26:38","2018-07-12,09:14:55","2018-07-12,09:14:55",OBG,Moving,M (5-15),,,,-12.564996,-70.099248,OE,SIMP,ipad
422,630,"2018-07-12,07:26:38","2018-07-12,09:14:55","2018-07-12,09:14:55",OBS,Moving,M (5-15),,,,-12.564996,-70.099248,OE,SIMP,ipad
423,632,"2018-07-12,07:26:38","2018-07-12,09:25:21","2018-07-12,09:25:21",RC,Resting,L (0-5m),,,,-12.564652,-70.099454,OE,SIMP,ipad
424,633,"2018-07-12,07:26:38","2018-07-12,09:25:21","2018-07-12,09:25:21",OBS,Resting,L (0-5m),,,,-12.564652,-70.099454,OE,SIMP,ipad
425,636,"2018-07-12,07:26:38","2018-07-12,10:14:59","2018-07-12,10:14:59",OBS,Resting,M (5-15),,,,-12.564442,-70.10029,OE,SIMP,ipad
426,638,"2018-07-12,07:26:38","2018-07-12,10:24:48","2018-07-12,10:24:48",OBS,Resting,M (5-15),,,,-12.564186,-70.10031,OE,SIMP,ipad
427,640,"2018-07-12,07:26:38","2018-07-12,10:34:42","2018-07-12,10:34:42",OBS,Moving,M (5-15),,,,-12.564018,-70.099916,OE,SIMP,ipad
428,642,"2018-07-12,07:26:38","2018-07-12,10:44:48","2018-07-12,10:44:48",RC,Foraging,H (15+),Fruit,,,-12.56412,-70.099754,OE,SIMP,ipad
429,643,"2018-07-12,07:26:38","2018-07-12,10:44:48","2018-07-12,10:44:48",OPBl,Moving,H (15+),,,,-12.56412,-70.099754,OE,SIMP,ipad
430,646,"2018-07-12,07:26:38","2018-07-12,10:54:44","2018-07-12,10:54:44",OBS,Moving,M (5-15),,,,-12.56426,-70.099694,OE,SIMP,ipad
431,663,"2018-07-13,04:48:47","2018-07-13,08:04:13","2018-07-13,08:04:13",OPY,Resting,M (5-15),No Vocalization,,,-12.565548,-70.097978,OE,SIMP,ipad
432,665,"2018-07-13,04:48:47","2018-07-13,08:15:50","2018-07-13,08:15:50",OPY,Resting,M (5-15),No Vocalization,,,-12.565576,-70.097848,OE,SIMP,ipad
433,669,"2018-07-13,08:24:54","2018-07-13,08:35:27","2018-07-13,08:35:27",OPY,Resting,M (5-15),No Vocalization,,,-12.565416,-70.097622,OE,SIMP,ipad
434,671,"2018-07-13,08:24:54","2018-07-13,08:45:25","2018-07-13,08:45:25",OBS,Moving,L (0-5m),Chirp-Whine (SIMP),,,-12.566084,-70.09733,OE,SIMP,ipad
435,673,"2018-07-13,08:24:54","2018-07-13,08:55:27","2018-07-13,08:55:27",OBS,Resting,L (0-5m),No Vocalization,,,-12.565962,-70.09689,OE,SIMP,ipad
436,675,"2018-07-13,08:24:54","2018-07-13,09:05:27","2018-07-13,09:05:27",OBS,Resting,M (5-15),No Vocalization,,,-12.56544,-70.096784,OE,SIMP,ipad
437,676,"2018-07-13,08:24:54","2018-07-13,09:05:27","2018-07-13,09:05:27",OPY,Resting,M (5-15),No Vocalization,,,-12.56544,-70.096784,OE,SIMP,ipad
438,678,"2018-07-13,08:24:54","2018-07-13,09:15:25","2018-07-13,09:15:25",OPBl,Resting,M (5-15),No Vocalization,,,-12.565464,-70.097008,OE,SIMP,ipad
439,679,"2018-07-13,08:24:54","2018-07-13,09:15:25","2018-07-13,09:15:25",OBS,Moving,L (0-5m),No Vocalization,,,-12.565464,-70.097008,OE,SIMP,ipad
440,680,"2018-07-13,08:24:54","2018-07-13,09:15:25","2018-07-13,09:15:25",OPY,Autogrooming,M (5-15),No Vocalization,,,-12.565464,-70.097008,OE,SIMP,ipad
441,682,"2018-07-13,08:24:54","2018-07-13,09:25:53","2018-07-13,09:25:53",UNK_1,Moving,L (0-5m),Chirp-Whine (SIMP),,,-12.565488,-70.097082,OE,SIMP,ipad
442,684,"2018-07-13,08:24:54","2018-07-13,09:35:46","2018-07-13,09:35:46",UNK_1,Moving,L (0-5m),Chirp-Whine (SIMP),,,-12.56551,-70.09705,OE,SIMP,ipad
443,687,"2018-07-13,08:24:54","2018-07-13,09:55:22","2018-07-13,09:55:22",OBS,Resting,M (5-15),No Vocalization,,,-12.56542,-70.097002,OE,SIMP,ipad
444,688,"2018-07-13,08:24:54","2018-07-13,09:55:22","2018-07-13,09:55:22",OPY,Moving,M (5-15),No Vocalization,,,-12.56542,-70.097002,OE,SIMP,ipad
445,690,"2018-07-13,08:24:54","2018-07-13,10:45:22","2018-07-13,10:45:22",OBS,Moving,M (5-15),No Vocalization,,,-12.564786,-70.096522,OE,SIMP,ipad
446,692,"2018-07-13,08:24:54","2018-07-13,10:55:46","2018-07-13,10:55:46",OBS,Resting,M (5-15),No Vocalization,,,-12.564572,-70.09652,OE,SIMP,ipad
447,696,"2018-07-13,08:24:54","2018-07-13,11:25:15","2018-07-13,11:25:15",OBS,Moving,M (5-15),No Vocalization,,,-12.564458,-70.096918,OE,SIMP,ipad
448,698,"2018-07-13,08:24:54","2018-07-13,11:35:23","2018-07-13,11:35:23",OPY,Moving,M (5-15),Chirp-Whine (SIMP),,,-12.564216,-70.096922,OE,SIMP,ipad
449,701,"2018-07-13,08:24:54","2018-07-13,11:55:22","2018-07-13,11:55:22",OPY,Moving,M (5-15),No Vocalization,,,-12.564634,-70.09695,OE,SIMP,ipad
450,704,"2018-07-13,08:24:54","2018-07-13,12:16:49","2018-07-13,12:16:49",OBS,Moving,M (5-15),Other,,,-12.564688,-70.0973,OE,SIMP,ipad
451,706,"2018-07-13,08:24:54","2018-07-13,12:35:28","2018-07-13,12:35:28",UNK_1,Moving,M (5-15),No Vocalization,,,-12.564924,-70.097484,OE,SIMP,ipad
452,710,"2018-07-13,08:24:54","2018-07-13,13:37:13","2018-07-13,13:37:13",OBS,Resting,M (5-15),No Vocalization,,,-12.56506,-70.097764,OE,SIMP,ipad
453,714,"2018-07-13,08:24:54","2018-07-13,13:55:22","2018-07-13,13:55:22",OBS,Resting,M (5-15),No Vocalization,,,-12.564772,-70.097538,OE,SIMP,ipad
454,715,"2018-07-13,08:24:54","2018-07-13,13:55:22","2018-07-13,13:55:22",OPY,Resting,M (5-15),Long Call,,,-12.564772,-70.097538,OE,SIMP,ipad
455,722,"2018-07-14,05:46:42","2018-07-14,06:58:14","2018-07-14,06:58:14",OBS,Resting,M (5-15),No Vocalization,,,-12.565504,-70.098772,OE,SIMP,ipad
456,723,"2018-07-14,05:46:42","2018-07-14,06:58:14","2018-07-14,06:58:14",OPY,Resting,M (5-15),No Vocalization,,,-12.565504,-70.098772,OE,SIMP,ipad
457,724,"2018-07-14,05:46:42","2018-07-14,06:58:14","2018-07-14,06:58:14",OBG,Moving,M (5-15),No Vocalization,,,-12.565504,-70.098772,OE,SIMP,ipad
458,726,"2018-07-14,05:46:42","2018-07-14,07:27:55","2018-07-14,07:27:55",OBS,Resting,M (5-15),No Vocalization,,,-12.565554,-70.098242,OE,SIMP,ipad
459,727,"2018-07-14,05:46:42","2018-07-14,07:27:55","2018-07-14,07:27:55",OPY,Resting,M (5-15),No Vocalization,,,-12.565554,-70.098242,OE,SIMP,ipad
460,730,"2018-07-14,05:46:42","2018-07-14,07:48:35","2018-07-14,07:48:35",OBS,Moving,M (5-15),No Vocalization,,,-12.56558,-70.098046,OE,SIMP,ipad
461,732,"2018-07-14,05:46:42","2018-07-14,07:59:02","2018-07-14,07:59:02",OBS,Resting,M (5-15),No Vocalization,,,-12.5662,-70.097512,OE,SIMP,ipad
462,734,"2018-07-14,05:46:42","2018-07-14,08:17:51","2018-07-14,08:17:51",OBS,Resting,M (5-15),No Vocalization,,,-12.566072,-70.097452,OE,SIMP,ipad
463,738,"2018-07-14,05:46:42","2018-07-14,08:58:44","2018-07-14,08:58:44",OPY,Resting,M (5-15),No Vocalization,,,-12.566028,-70.09728,OE,SIMP,ipad
464,740,"2018-07-14,05:46:42","2018-07-14,09:07:53","2018-07-14,09:07:53",OPBl,Resting,M (5-15),No Vocalization,,,-12.56605,-70.09724,OE,SIMP,ipad
465,744,"2018-07-14,05:46:42","2018-07-14,09:18:17","2018-07-14,09:18:17",OBG,Moving,M (5-15),Chirp-Whine (SIMP),,,-12.566092,-70.097254,OE,SIMP,ipad
466,746,"2018-07-14,05:46:42","2018-07-14,09:37:52","2018-07-14,09:37:52",OPY,Moving,M (5-15),No Vocalization,,,-12.566006,-70.09671,OE,SIMP,ipad
467,747,"2018-07-14,05:46:42","2018-07-14,09:37:52","2018-07-14,09:37:52",OBG,Moving,M (5-15),No Vocalization,,,-12.566006,-70.09671,OE,SIMP,ipad
468,749,"2018-07-14,05:46:42","2018-07-14,09:48:00","2018-07-14,09:48:00",OPY,Moving,L (0-5m),No Vocalization,,,-12.565734,-70.096704,OE,SIMP,ipad
469,750,"2018-07-14,05:46:42","2018-07-14,09:48:00","2018-07-14,09:48:00",OBS,Resting,M (5-15),Chirp-Whine (SIMP),,,-12.565734,-70.096704,OE,SIMP,ipad
470,752,"2018-07-14,05:46:42","2018-07-14,10:17:50","2018-07-14,10:17:50",OBS,Moving,M (5-15),No Vocalization,,,-12.565238,-70.096754,OE,SIMP,ipad
471,753,"2018-07-14,05:46:42","2018-07-14,10:17:50","2018-07-14,10:17:50",OPY,Foraging,M (5-15),No Vocalization,Unknown,,-12.565238,-70.096754,OE,SIMP,ipad
472,754,"2018-07-14,05:46:42","2018-07-14,10:17:50","2018-07-14,10:17:50",OPBl,Moving,L (0-5m),No Vocalization,,,-12.565238,-70.096754,OE,SIMP,ipad
473,756,"2018-07-14,05:46:42","2018-07-14,10:27:58","2018-07-14,10:27:58",OPY,Moving,M (5-15),No Vocalization,,,-12.564832,-70.09688,OE,SIMP,ipad
474,759,"2018-07-16,20:14:36","2018-07-16,20:14:50","2018-07-16,20:14:50",OBG,Moving,M (5-15),No Vocalization,,,-12.565474,-70.098874,OE,SIMP,ipad
475,760,"2018-07-16,20:14:36","2018-07-16,20:14:50","2018-07-16,20:14:50",OBS,Foraging,L (0-5m),No Vocalization,At Trap,,-12.565474,-70.098874,OE,SIMP,ipad
476,1147,"2018-07-16,05:59:44","2018-07-16,06:16:38","2018-07-16,06:16:38",OPY,Resting,L (0-5m),No Vocalization,,,-12.56544,-70.098866,OE,SIMP,ipad
477,1149,"2018-07-16,05:59:44","2018-07-16,06:27:18","2018-07-16,06:27:18",OBS,Autogrooming,M (5-15),No Vocalization,,,-12.565412,-70.098658,OE,SIMP,ipad
478,1165,"2018-07-16,05:59:44","2018-07-16,08:27:05","2018-07-16,08:27:05",OPY,Resting,H (15+),No Vocalization,,,-12.565744,-70.098748,OE,SIMP,ipad
479,1167,"2018-07-16,05:59:44","2018-07-16,08:37:21","2018-07-16,08:37:21",OPY,Resting,H (15+),No Vocalization,,,-12.565712,-70.098742,OE,SIMP,ipad
480,1169,"2018-07-16,05:59:44","2018-07-16,08:47:06","2018-07-16,08:47:06",OBS,Moving,M (5-15),No Vocalization,,,-12.565556,-70.098698,OE,SIMP,ipad
481,1170,"2018-07-16,05:59:44","2018-07-16,08:47:06","2018-07-16,08:47:06",OPY,Moving,L (0-5m),No Vocalization,,,-12.565556,-70.098698,OE,SIMP,ipad
482,1172,"2018-07-16,05:59:44","2018-07-16,08:57:22","2018-07-16,08:57:22",OBS,Moving,L (0-5m),No Vocalization,,,-12.565584,-70.098072,OE,SIMP,ipad
483,1174,"2018-07-16,05:59:44","2018-07-16,09:07:16","2018-07-16,09:07:16",UNK_1,Moving,M (5-15),No Vocalization,,,-12.565622,-70.09788,OE,SIMP,ipad
484,1176,"2018-07-16,05:59:44","2018-07-16,09:19:27","2018-07-16,09:19:27",OBS,Moving,M (5-15),No Vocalization,,,-12.565476,-70.097892,OE,SIMP,ipad
485,1179,"2018-07-16,05:59:44","2018-07-16,09:27:06","2018-07-16,09:27:06",OBS,Moving,L (0-5m),Chirp-Whine (SIMP),,,-12.56538,-70.09799,OE,SIMP,ipad
486,1180,"2018-07-16,05:59:44","2018-07-16,09:27:06","2018-07-16,09:27:06",OPY,Resting,M (5-15),No Vocalization,,,-12.56538,-70.09799,OE,SIMP,ipad
487,1182,"2018-07-16,05:59:44","2018-07-16,09:37:09","2018-07-16,09:37:09",OBS,Moving,L (0-5m),No Vocalization,,,-12.565396,-70.097954,OE,SIMP,ipad
488,1186,"2018-07-16,05:59:44","2018-07-16,09:47:58","2018-07-16,09:47:58",OBS,Moving,M (5-15),No Vocalization,,,-12.565444,-70.098014,OE,SIMP,ipad
489,1188,"2018-07-16,05:59:44","2018-07-16,09:57:13","2018-07-16,09:57:13",OPY,Resting,M (5-15),No Vocalization,,,-12.56544,-70.09775,OE,SIMP,ipad
490,1189,"2018-07-16,05:59:44","2018-07-16,09:57:13","2018-07-16,09:57:13",OBS,Moving,L (0-5m),Chirp-Whine (SIMP),,,-12.56544,-70.09775,OE,SIMP,ipad
491,1191,"2018-07-16,05:59:44","2018-07-16,10:17:10","2018-07-16,10:17:10",OPY,Resting,M (5-15),Chirp-Whine (SIMP),,,-12.565238,-70.09744,OE,SIMP,ipad
492,1193,"2018-07-16,05:59:44","2018-07-16,11:57:09","2018-07-16,11:57:09",UNK_1,Moving,M (5-15),No Vocalization,,,-12.56427,-70.097402,OE,SIMP,ipad
493,1195,"2018-07-16,05:59:44","2018-07-16,12:07:11","2018-07-16,12:07:11",OPBl,Resting,L (0-5m),Chirp-Whine (SIMP),,,-12.564224,-70.09745,OE,SIMP,ipad
494,1196,"2018-07-16,05:59:44","2018-07-16,12:07:11","2018-07-16,12:07:11",OBS,Resting,L (0-5m),Chirp-Whine (SIMP),,,-12.564224,-70.09745,OE,SIMP,ipad
495,1197,"2018-07-16,05:59:44","2018-07-16,12:07:11","2018-07-16,12:07:11",OPY,Resting,L (0-5m),No Vocalization,,,-12.564224,-70.09745,OE,SIMP,ipad
496,1199,"2018-07-16,05:59:44","2018-07-16,12:17:06","2018-07-16,12:17:06",OBS,Resting,L (0-5m),No Vocalization,,,-12.563774,-70.0977,OE,SIMP,ipad
497,1200,"2018-07-16,05:59:44","2018-07-16,12:17:06","2018-07-16,12:17:06",OPY,Moving,L (0-5m),Chirp-Whine (SIMP),,,-12.563774,-70.0977,OE,SIMP,ipad
498,1201,"2018-07-16,05:59:44","2018-07-16,12:17:06","2018-07-16,12:17:06",OPBl,Resting,M (5-15),Chirp-Whine (SIMP),,,-12.563774,-70.0977,OE,SIMP,ipad
499,1203,"2018-07-16,05:59:44","2018-07-16,12:29:24","2018-07-16,12:29:24",OPY,Resting,M (5-15),No Vocalization,,,-12.56365,-70.098228,OE,SIMP,ipad
500,1205,"2018-07-16,05:59:44","2018-07-16,12:37:11","2018-07-16,12:37:11",OBS,Moving,M (5-15),Other,,,-12.563626,-70.09833,OE,SIMP,ipad
501,1207,"2018-07-16,05:59:44","2018-07-16,12:57:09","2018-07-16,12:57:09",OPY,Moving,M (5-15),Chirp-Whine (SIMP),,,-12.564122,-70.098852,OE,SIMP,ipad
502,1208,"2018-07-16,05:59:44","2018-07-16,12:57:09","2018-07-16,12:57:09",OBS,Moving,M (5-15),Other,,,-12.564122,-70.098852,OE,SIMP,ipad
503,1210,"2018-07-16,05:59:44","2018-07-16,13:17:09","2018-07-16,13:17:09",OPBl,Resting,L (0-5m),Chirp-Whine (SIMP),,,-12.564128,-70.098816,OE,SIMP,ipad
504,1211,"2018-07-16,05:59:44","2018-07-16,13:17:09","2018-07-16,13:17:09",OBG,Resting,M (5-15),Chirp-Whine (SIMP),,,-12.564128,-70.098816,OE,SIMP,ipad
505,1213,"2018-07-16,05:59:44","2018-07-16,13:27:11","2018-07-16,13:27:11",OBS,Moving,M (5-15),No Vocalization,,,-12.564112,-70.099106,OE,SIMP,ipad
506,1219,"2018-07-16,05:59:44","2018-07-16,13:58:18","2018-07-16,13:58:18",OPBl,Resting,M (5-15),No Vocalization,,,-12.563902,-70.099486,OE,SIMP,ipad
507,1220,"2018-07-16,05:59:44","2018-07-16,13:58:18","2018-07-16,13:58:18",OPY,Resting,M (5-15),No Vocalization,,,-12.563902,-70.099486,OE,SIMP,ipad
508,1221,"2018-07-16,05:59:44","2018-07-16,13:58:18","2018-07-16,13:58:18",OBS,Resting,M (5-15),No Vocalization,,,-12.563902,-70.099486,OE,SIMP,ipad
509,117,"2018-06-25,08:14:06","2018-06-25,08:14:15","2018-06-25,08:24:15",RC,Resting,M (5-15),,,,-12.560204,-70.091992,QB,SIMP,ipad
510,121,"2018-06-25,08:14:06","2018-06-25,08:27:06","2018-06-25,08:37:07",UNK_1,Moving,H (15+),,,,-12.56038,-70.091788,QB,SIMP,ipad
511,124,"2018-06-25,08:14:06","2018-06-25,08:39:38","2018-06-25,08:49:38",YBY,Moving,H (15+),,,,-12.560152,-70.091854,QB,SIMP,ipad
512,128,"2018-06-25,08:14:06","2018-06-25,09:04:53","2018-06-25,09:14:54",YBY,Resting,M (5-15),,,,-12.560332,-70.091436,QB,SIMP,ipad
513,129,"2018-06-25,08:14:06","2018-06-25,09:04:53","2018-06-25,09:14:54",YPL,Resting,M (5-15),,,,-12.560332,-70.091436,QB,SIMP,ipad
514,131,"2018-06-25,08:14:06","2018-06-25,09:18:12","2018-06-25,09:28:12",YBL,Foraging,M (5-15),Flower,,,-12.560534,-70.091148,QB,SIMP,ipad
515,135,"2018-06-25,08:14:06","2018-06-25,09:31:16","2018-06-25,09:41:17",RC,Moving,M (5-15),,,,-12.563104,-70.09169,QB,SIMP,ipad
516,138,"2018-06-25,08:14:06","2018-06-25,09:44:45","2018-06-25,09:54:45",YBY,Moving,M (5-15),,,,-12.562934,-70.09199,QB,SIMP,ipad
517,140,"2018-06-25,08:14:06","2018-06-25,09:57:15","2018-06-25,10:07:15",YBY,Resting,M (5-15),,,,-12.562802,-70.092354,QB,SIMP,ipad
518,141,"2018-06-25,08:14:06","2018-06-25,09:57:15","2018-06-25,10:07:15",RC,Moving,M (5-15),,,,-12.562802,-70.092354,QB,SIMP,ipad
519,144,"2018-06-25,08:14:06","2018-06-25,10:48:34","2018-06-25,10:58:35",RC,Moving,M (5-15),,,,-12.56258,-70.092404,QB,SIMP,ipad
520,145,"2018-06-25,08:14:06","2018-06-25,10:48:34","2018-06-25,10:58:35",YBL,Foraging,M (5-15),Unknown,,,-12.56258,-70.092404,QB,SIMP,ipad
521,146,"2018-06-25,08:14:06","2018-06-25,10:48:34","2018-06-25,10:58:35",YBY,Moving,M (5-15),,,,-12.56258,-70.092404,QB,SIMP,ipad
522,147,"2018-06-25,08:14:06","2018-06-25,10:48:34","2018-06-25,10:58:35",YBR,Moving,M (5-15),,,,-12.56258,-70.092404,QB,SIMP,ipad
523,148,"2018-06-25,08:14:06","2018-06-25,10:48:34","2018-06-25,10:58:35",UNK_1,Resting,M (5-15),,,,-12.56258,-70.092404,QB,SIMP,ipad
524,149,"2018-06-25,08:14:06","2018-06-25,10:48:34","2018-06-25,10:58:35",YPO,Moving,M (5-15),,,,-12.56258,-70.092404,QB,SIMP,ipad
525,152,"2018-06-25,08:14:06","2018-06-25,12:19:53","2018-06-25,12:29:53",RC,Moving,L (0-5m),,,,-12.564118,-70.09257,QB,SIMP,ipad
526,154,"2018-06-25,08:14:06","2018-06-25,12:19:53","2018-06-25,12:29:53",YBL,Resting,L (0-5m),,,,-12.564118,-70.09257,QB,SIMP,ipad
527,155,"2018-06-25,08:14:06","2018-06-25,12:32:58","2018-06-25,12:42:59",RC,Resting,L (0-5m),,,,-12.564282,-70.092542,QB,SIMP,ipad
528,156,"2018-06-25,08:14:06","2018-06-25,12:32:58","2018-06-25,12:42:59",YBY,Moving,L (0-5m),,,,-12.564282,-70.092542,QB,SIMP,ipad
529,159,"2018-06-25,08:14:06","2018-06-25,12:58:06","2018-06-25,13:08:07",UNID_1,Resting,M (5-15),,,,-12.564446,-70.092294,QB,SIMP,ipad
530,306,"2018-06-29,13:33:27","2018-06-29,14:06:23","2018-06-29,14:16:23",YPO,Resting,L (0-5m),,,,-12.563722,-70.091692,QB,SIMP,ipad
531,307,"2018-06-29,13:33:27","2018-06-29,14:06:23","2018-06-29,14:16:23",YBY,Resting,H (15+),,,,-12.563722,-70.091692,QB,SIMP,ipad
532,308,"2018-06-29,13:33:27","2018-06-29,14:06:23","2018-06-29,14:16:23",YPL,Resting,M (5-15),,,,-12.563722,-70.091692,QB,SIMP,ipad
533,314,"2018-06-29,13:33:27","2018-06-29,14:29:56","2018-06-29,14:39:56",YBY,Foraging,M (5-15),Fruit,,,-12.563464,-70.09114,QB,SIMP,ipad
534,358,"2018-07-03,15:16:38","2018-07-03,15:16:48","2018-07-03,15:26:49",RC,Moving,M (5-15),,,,-12.562772,-70.091326,QB,SIMP,ipad
535,359,"2018-07-03,15:16:38","2018-07-03,15:16:48","2018-07-03,15:26:49",YPO,Resting,M (5-15),,,,-12.562772,-70.091326,QB,SIMP,ipad
536,364,"2018-07-03,15:16:38","2018-07-03,15:16:48","2018-07-03,15:26:49",YBL,Moving,M (5-15),,,,-12.562772,-70.091326,QB,SIMP,ipad
537,365,"2018-07-03,15:16:38","2018-07-03,15:29:43","2018-07-03,15:39:44",YBY,Resting,L (0-5m),,,,-12.562868,-70.091366,QB,SIMP,ipad
538,366,"2018-07-03,15:16:38","2018-07-03,15:29:43","2018-07-03,15:39:44",YPO,Resting,M (5-15),,,,-12.562868,-70.091366,QB,SIMP,ipad
539,367,"2018-07-03,15:16:38","2018-07-03,15:29:43","2018-07-03,15:39:44",UNC,Moving,L (0-5m),,,,-12.562868,-70.091366,QB,SIMP,ipad
540,368,"2018-07-03,15:16:38","2018-07-03,15:29:43","2018-07-03,15:39:44",RC,Moving,M (5-15),,,,-12.562868,-70.091366,QB,SIMP,ipad
