,X.,session_start_timeStamp,focal_start_timeStamp,timeStamp,scanned_individual_ID,ACTIVITY,HEIGHT,VOCAL,FOOD_ITEM,PARTNER_ID,lat0,lon0,group,species,source
,,,,"2018-06-23,07:03:05",HS,Foraging,,,Unknown,,-12.566184,-70.102424,HS,SIMP,adlib_from_focals
,,,,"2018-06-23,07:08:52",HS,Foraging,,,Unknown,,-12.566162,-70.102472,HS,SIMP,adlib_from_focals
,,,,"2018-07-27,11:35:48",OBL,Foraging,,,Invertebrate,,-12.562218,-70.102344,HS,SIMP,adlib_from_focals
,,,,"2018-07-27,11:35:36",OBL,Foraging,,,Unknown,,-12.562218,-70.102344,HS,SIMP,adlib_from_focals
,,,,"2018-06-23,07:51:54",HS,Foraging,,,At Trap,,-12.564154,-70.103564,HS,SIMP,adlib_from_focals
,,,,"2018-06-23,13:17:52",HS,Foraging,,,Unknown,,-12.563988,-70.103596,HS,SIMP,adlib_from_focals
,,,,"2018-06-23,13:44:30",HS,Foraging,,,Invertebrate,,-12.563762,-70.103916,HS,SIMP,adlib_from_focals
,,,,"2018-06-23,13:49:52",HS,Foraging,,,Unknown,,-12.563768,-70.103916,HS,SIMP,adlib_from_focals
,,,,"2018-06-23,13:57:13",HS,Foraging,,,Unknown,,-12.563742,-70.103904,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,11:21:58",HS,Foraging,,,Unknown,,-12.562636,-70.09659,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,11:20:12",HS,Foraging,,,Unknown,,-12.562636,-70.096716,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,11:17:08",HS,Foraging,,,Unknown,,-12.562634,-70.096758,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,10:56:32",HS,Foraging,,,Invertebrate,,-12.56253,-70.0961,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,10:54:57",HS,Foraging,,,Unknown,,-12.562508,-70.09606,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,10:54:15",HS,Foraging,,,Invertebrate,,-12.562508,-70.09606,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,10:54:10",HS,Foraging,,,Invertebrate,,-12.562508,-70.09606,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,10:42:05",HS,Foraging,,,Flower,,-12.562572,-70.095938,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,10:33:09",HS,Foraging,,,Invertebrate,,-12.562066,-70.095764,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,10:32:08",HS,Foraging,,,Invertebrate,,-12.562038,-70.095682,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,10:03:20",HS,Foraging,,,Invertebrate,,-12.562324,-70.094236,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,10:02:03",HS,Foraging,,,Unknown,,-12.562316,-70.094188,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,10:00:53",HS,Foraging,,,Invertebrate,,-12.5623,-70.094144,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:57:24",HS,Foraging,,,Invertebrate,,-12.562274,-70.094018,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:56:16",HS,Foraging,,,Invertebrate,,-12.562234,-70.094002,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:51:52",HS,Foraging,,,Invertebrate,,-12.56223,-70.093974,HS,SIMP,adlib_from_focals
,,,,"2018-06-23,14:06:41",HS,Foraging,,,Unknown,,-12.563596,-70.10389,HS,SIMP,adlib_from_focals
,,,,"2018-06-23,14:06:44",HS,Foraging,,,Invertebrate,,-12.563596,-70.10389,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:47:24",HS,Foraging,,,Invertebrate,,-12.562342,-70.094002,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:45:32",HS,Foraging,,,Fruit,,-12.562344,-70.09404,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:44:08",HS,Foraging,,,Unknown,,-12.56236,-70.09399,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:43:42",HS,Foraging,,,Invertebrate,,-12.562372,-70.093984,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:42:07",HS,Foraging,,,Invertebrate,,-12.562358,-70.09397,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:40:39",HS,Foraging,,,Invertebrate,,-12.562368,-70.093942,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:38:26",HS,Foraging,,,Invertebrate,,-12.56244,-70.093902,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:32:41",HS,Foraging,,,Invertebrate,,-12.562484,-70.093904,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:25:39",HS,Foraging,,,Invertebrate,,-12.562624,-70.094126,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:25:36",HS,Foraging,,,Invertebrate,,-12.562624,-70.094126,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:19:09",HS,Foraging,,,Invertebrate,,-12.562802,-70.09412,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:17:10",HS,Foraging,,,Invertebrate,,-12.56301,-70.094056,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:16:06",HS,Foraging,,,Invertebrate,,-12.563078,-70.093984,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:13:32",HS,Foraging,,,Invertebrate,,-12.56308,-70.093918,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:12:37",HS,Foraging,,,Invertebrate,,-12.563076,-70.093934,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:11:53",HS,Foraging,,,Invertebrate,,-12.563074,-70.09396,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:10:19",HS,Foraging,,,Invertebrate,,-12.56308,-70.093956,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:09:46",HS,Foraging,,,Invertebrate,,-12.563072,-70.093978,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:07:27",HS,Foraging,,,Fruit,,-12.563076,-70.094022,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:06:33",HS,Foraging,,,Invertebrate,,-12.563066,-70.094052,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:04:26",HS,Foraging,,,Invertebrate,,-12.56305,-70.094022,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,09:03:25",HS,Foraging,,,Invertebrate,,-12.56307,-70.094056,HS,SIMP,adlib_from_focals
,,,,"2018-07-13,08:55:20",HS,Foraging,,,Invertebrate,,-12.563,-70.094206,HS,SIMP,adlib_from_focals
,,,,"2018-06-23,14:07:12",HS,Foraging,,,Unknown,,-12.563628,-70.103802,HS,SIMP,adlib_from_focals
,,,,"2018-06-30,08:48:56",HS,Foraging,,,Unknown,,-12.565586,-70.097046,HS,SIMP,adlib_from_focals
,,,,"2018-06-30,08:49:04",HS,Foraging,,,Invertebrate,,-12.565596,-70.097056,HS,SIMP,adlib_from_focals
,,,,"2018-06-30,08:52:25",HS,Foraging,,,Unknown,,-12.565534,-70.096922,HS,SIMP,adlib_from_focals
,,,,"2018-06-30,08:53:53",HS,Foraging,,,Unknown,,-12.56552,-70.096872,HS,SIMP,adlib_from_focals
,,,,"2018-06-30,08:59:34",HS,Foraging,,,Unknown,,-12.56558,-70.096868,HS,SIMP,adlib_from_focals
,,,,"2018-06-30,09:01:14",HS,Foraging,,,Invertebrate,,-12.565584,-70.096812,HS,SIMP,adlib_from_focals
,,,,"2018-07-24,10:03:14",HS,Foraging,,,Unknown,,-12.561484,-70.10368,HS,SIMP,adlib_from_focals
,,,,"2018-07-24,10:35:13",HS,Foraging,,,Invertebrate,,-12.561606,-70.103926,HS,SIMP,adlib_from_focals
,,,,"2018-07-24,10:35:55",HS,Foraging,,,Invertebrate,,-12.561606,-70.103926,HS,SIMP,adlib_from_focals
,,,,"2018-07-24,11:29:11",HS,Foraging,,,Invertebrate,,-12.560766,-70.104334,HS,SIMP,adlib_from_focals
,,,,"2018-07-24,11:29:51",HS,Foraging,,,Invertebrate,,-12.560766,-70.104334,HS,SIMP,adlib_from_focals
,,,,"2018-07-24,11:30:31",HS,Foraging,,,Invertebrate,,-12.560792,-70.104364,HS,SIMP,adlib_from_focals
,,,,"2018-07-24,11:32:35",HS,Foraging,,,Unknown,,-12.56084,-70.104382,HS,SIMP,adlib_from_focals
,,,,"2018-07-24,13:49:43",HS,Foraging,,,Invertebrate,,-12.561032,-70.102956,HS,SIMP,adlib_from_focals
,,,,"2018-07-28,08:58:19",RC,Foraging,,,Fruit,,-12.56105,-70.103068,HS,SIMP,adlib_from_focals
,,,,"2018-07-03,16:03:40",YBR,Foraging,,,Fruit,,-12.56289,-70.091324,QB,SIMP,adlib_from_focals
,,,,"2018-07-03,16:03:05",YBR,Foraging,,,Unknown,,-12.56289,-70.091324,QB,SIMP,adlib_from_focals
,,,,"2018-07-03,16:01:47",YBR,Foraging,,,Unknown,,-12.562878,-70.091312,QB,SIMP,adlib_from_focals
,,,,"2018-07-03,16:01:12",YBR,Foraging,,,Unknown,,-12.562878,-70.091312,QB,SIMP,adlib_from_focals
,,,,"2018-06-29,14:11:48",RC,Foraging,,,Invertebrate,,-12.563736,-70.091616,QB,SIMP,adlib_from_focals
,,,,"2018-06-29,14:06:56",RC,Foraging,,,Unknown,,-12.563898,-70.09138,QB,SIMP,adlib_from_focals
,,,,"2018-06-25,09:35:00",UNID_1,Foraging,,,Flower,,-12.560572,-70.09103,QB,SIMP,adlib_from_focals
,,,,"2018-06-25,09:25:27",YPO,Foraging,,,Unknown,,-12.560526,-70.091166,QB,SIMP,adlib_from_focals
,,,,"2018-06-21,09:51:06",RC,Foraging,,,Unknown,,-12.567092,-70.097536,RE,SIMP,adlib_from_focals
,,,,"2018-07-10,14:48:59",SM,Foraging,,,Other,,-12.562178,-70.092022,SM,LWED,adlib_from_focals
,,,,"2018-07-10,14:50:39",SM,Foraging,,,Fruit,,-12.562168,-70.092034,SM,LWED,adlib_from_focals
,,,,"2018-07-10,14:51:13",SM,Foraging,,,Fruit,,-12.562168,-70.092034,SM,LWED,adlib_from_focals
,,,,"2018-07-10,14:51:40",SM,Foraging,,,Fruit,,-12.562168,-70.092034,SM,LWED,adlib_from_focals
,,,,"2018-07-25,09:00:25",SM,Foraging,,,Invertebrate,,-12.56339,-70.091104,SM,LWED,adlib_from_focals
,,,,"2018-07-25,09:01:21",SM,Foraging,,,Invertebrate,,-12.56339,-70.091104,SM,LWED,adlib_from_focals
,,,,"2018-07-25,09:03:46",SM,Foraging,,,Unknown,,-12.56339,-70.091104,SM,LWED,adlib_from_focals
,,,,"2018-07-25,09:07:31",SM,Foraging,,,Invertebrate,,-12.56339,-70.091104,SM,LWED,adlib_from_focals
,,,,"2018-07-25,09:10:43",SM,Foraging,,,Invertebrate,,-12.56339,-70.091104,SM,LWED,adlib_from_focals
,,,,"2018-07-25,09:11:04",SM,Foraging,,,Invertebrate,,-12.56339,-70.091104,SM,LWED,adlib_from_focals
,,,,"2018-07-25,09:15:44",SM,Foraging,,,Invertebrate,,-12.56339,-70.091104,SM,LWED,adlib_from_focals
,,,,"2018-07-25,09:16:17",SM,Foraging,,,Invertebrate,,-12.56339,-70.091104,SM,LWED,adlib_from_focals
,,,,"2018-07-25,09:36:48",SM,Foraging,,,Invertebrate,,-12.56339,-70.091104,SM,LWED,adlib_from_focals
,,,,"2018-07-25,09:37:24",SM,Foraging,,,Invertebrate,,-12.56339,-70.091104,SM,LWED,adlib_from_focals
,,,,"2018-07-25,09:38:05",SM,Foraging,,,Invertebrate,,-12.56339,-70.091104,SM,LWED,adlib_from_focals
,,,,"2018-07-25,09:38:35",SM,Foraging,,,Invertebrate,,-12.56339,-70.091104,SM,LWED,adlib_from_focals
,,,,"2018-07-25,13:16:01",SM,Foraging,,,Invertebrate,,-12.56339,-70.091104,SM,LWED,adlib_from_focals
,,,,"2018-07-31,11:11:43",SM,Foraging,,,Invertebrate,,-12.56432,-70.092682,SM,LWED,adlib_from_focals
,,,,"2018-07-31,11:12:48",SM,Foraging,,,Invertebrate,,-12.564334,-70.092696,SM,LWED,adlib_from_focals
,,,,"2018-07-31,11:13:06",SM,Foraging,,,Invertebrate,,-12.564334,-70.092696,SM,LWED,adlib_from_focals
,,,,"2018-07-31,11:13:20",SM,Foraging,,,Unknown,,-12.56434,-70.092706,SM,LWED,adlib_from_focals
,,,,"2018-07-31,11:22:01",SM,Foraging,,,Fruit,,-12.564304,-70.092746,SM,LWED,adlib_from_focals
,,,,"2018-07-31,11:31:23",SM,Foraging,,,Invertebrate,,-12.56434,-70.092666,SM,LWED,adlib_from_focals
,,,,"2018-07-31,11:33:19",SM,Foraging,,,Invertebrate,,-12.564336,-70.09267,SM,LWED,adlib_from_focals
,,,,"2018-07-31,11:34:45",SM,Foraging,,,Invertebrate,,-12.564306,-70.092698,SM,LWED,adlib_from_focals
,,,,"2018-07-31,11:49:16",SM,Foraging,,,Unknown,,-12.56424,-70.0928,SM,LWED,adlib_from_focals
,,,,"2018-07-31,11:49:38",SM,Foraging,,,Unknown,,-12.56424,-70.0928,SM,LWED,adlib_from_focals
,,,,"2018-07-31,11:49:58",SM,Foraging,,,Unknown,,-12.56424,-70.0928,SM,LWED,adlib_from_focals
,,,,"2018-07-31,11:50:08",SM,Foraging,,,Unknown,,-12.56424,-70.0928,SM,LWED,adlib_from_focals
,,,,"2018-07-31,11:50:26",SM,Foraging,,,Unknown,,-12.56424,-70.0928,SM,LWED,adlib_from_focals
,,,,"2018-07-31,11:52:58",SM,Foraging,,,Unknown,,-12.564226,-70.092808,SM,LWED,adlib_from_focals
,,,,"2018-07-31,11:53:11",SM,Foraging,,,Unknown,,-12.564226,-70.092808,SM,LWED,adlib_from_focals
,,,,"2018-07-31,11:53:28",SM,Foraging,,,Unknown,,-12.564218,-70.092814,SM,LWED,adlib_from_focals
,,,,"2018-07-31,11:54:17",SM,Foraging,,,Unknown,,-12.564204,-70.092852,SM,LWED,adlib_from_focals
,,,,"2018-07-31,11:56:21",SM,Foraging,,,Exudate,,-12.564248,-70.092862,SM,LWED,adlib_from_focals
,,,,"2018-07-31,11:58:57",SM,Foraging,,,Exudate,,-12.564244,-70.092844,SM,LWED,adlib_from_focals
,,,,"2018-07-31,11:59:13",SM,Foraging,,,Exudate,,-12.564238,-70.09283,SM,LWED,adlib_from_focals
,,,,"2018-07-31,11:59:40",SM,Foraging,,,Exudate,,-12.564238,-70.09283,SM,LWED,adlib_from_focals
,,,,"2018-07-31,12:00:13",SM,Foraging,,,Exudate,,-12.56424,-70.09283,SM,LWED,adlib_from_focals
,,,,"2018-07-31,12:00:48",SM,Foraging,,,Exudate,,-12.56424,-70.09283,SM,LWED,adlib_from_focals
,,,,"2018-07-31,12:02:19",SM,Foraging,,,Exudate,,-12.56424,-70.092836,SM,LWED,adlib_from_focals
,,,,"2018-07-31,12:20:03",SM,Foraging,,,Exudate,,-12.564202,-70.092818,SM,LWED,adlib_from_focals
,,,,"2018-07-31,12:21:27",SM,Foraging,,,Exudate,,-12.56422,-70.092822,SM,LWED,adlib_from_focals
,,,,"2018-07-31,12:26:45",SM,Foraging,,,Exudate,,-12.564222,-70.092876,SM,LWED,adlib_from_focals
,,,,"2018-07-31,12:28:23",SM,Foraging,,,Exudate,,-12.56422,-70.09288,SM,LWED,adlib_from_focals
,,,,"2018-07-31,12:30:55",SM,Foraging,,,Unknown,,-12.564182,-70.09301,SM,LWED,adlib_from_focals
,,,,"2018-07-31,12:36:26",SM,Foraging,,,Unknown,,-12.56416,-70.09305,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:13:01",SM,Foraging,,,Invertebrate,,-12.563882,-70.09298,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:13:11",SM,Foraging,,,Invertebrate,,-12.563882,-70.09298,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:15:49",SM,Foraging,,,Fruit,,-12.56388,-70.092984,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:24:00",SM,Foraging,,,Unknown,,-12.563956,-70.093078,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:24:16",SM,Foraging,,,Unknown,,-12.563954,-70.09307,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:24:28",SM,Foraging,,,Invertebrate,,-12.563954,-70.09307,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:26:52",SM,Foraging,,,Exudate,,-12.563914,-70.093028,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:28:02",SM,Foraging,,,Unknown,,-12.56389,-70.09302,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:28:47",SM,Foraging,,,Exudate,,-12.563886,-70.093012,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:37:29",SM,Foraging,,,Unknown,,-12.563396,-70.09281,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:41:12",SM,Foraging,,,Exudate,,-12.563106,-70.09268,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:43:22",SM,Foraging,,,Other,,-12.56303,-70.092738,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:45:54",SM,Foraging,,,Exudate,,-12.563014,-70.09274,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:49:26",SM,Foraging,,,Exudate,,-12.56301,-70.09274,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:51:28",SM,Foraging,,,Exudate,,-12.562978,-70.09275,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:52:14",SM,Foraging,,,Exudate,,-12.56291,-70.092768,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:52:39",SM,Foraging,,,Exudate,,-12.56291,-70.092768,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:54:57",SM,Foraging,,,Exudate,,-12.562728,-70.092764,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:55:39",SM,Foraging,,,Exudate,,-12.562724,-70.092764,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:56:19",SM,Foraging,,,Exudate,,-12.56272,-70.092764,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:57:01",SM,Foraging,,,Exudate,,-12.562718,-70.092764,SM,LWED,adlib_from_focals
,,,,"2018-07-31,13:57:53",SM,Foraging,,,Exudate,,-12.56271,-70.092768,SM,LWED,adlib_from_focals
,,,,"2018-07-31,14:04:28",SM,Foraging,,,Unknown,,-12.562522,-70.092554,SM,LWED,adlib_from_focals
,,,,"2018-07-31,14:06:34",SM,Foraging,,,Exudate,,-12.562548,-70.092376,SM,LWED,adlib_from_focals
,,,,"2018-07-31,14:07:32",SM,Foraging,,,Exudate,,-12.562576,-70.092248,SM,LWED,adlib_from_focals
,,,,"2018-07-31,14:08:20",SM,Foraging,,,Exudate,,-12.56259,-70.092192,SM,LWED,adlib_from_focals
,,,,"2018-07-31,14:10:02",SM,Foraging,,,Exudate,,-12.56259,-70.092188,SM,LWED,adlib_from_focals
,,,,"2018-07-31,14:20:46",SM,Foraging,,,Exudate,,-12.562456,-70.09207,SM,LWED,adlib_from_focals
,,,,"2018-07-31,14:22:42",SM,Foraging,,,Exudate,,-12.562416,-70.092066,SM,LWED,adlib_from_focals
,,,,"2018-07-31,14:24:11",SM,Foraging,,,Exudate,,-12.562392,-70.09206,SM,LWED,adlib_from_focals
,,,,"2018-07-31,14:26:37",SM,Foraging,,,Exudate,,-12.562378,-70.092054,SM,LWED,adlib_from_focals
,,,,"2018-07-31,14:27:12",SM,Foraging,,,Exudate,,-12.562372,-70.092052,SM,LWED,adlib_from_focals
,,,,"2018-07-31,14:33:47",SM,Foraging,,,Exudate,,-12.562176,-70.091896,SM,LWED,adlib_from_focals
,,,,"2018-07-31,14:38:14",SM,Foraging,,,Invertebrate,,-12.562154,-70.091922,SM,LWED,adlib_from_focals
,,,,"2018-07-31,14:48:54",SM,Foraging,,,Invertebrate,,-12.562152,-70.091896,SM,LWED,adlib_from_focals
,,,,"2018-07-31,14:52:36",SM,Foraging,,,Invertebrate,,-12.562176,-70.091964,SM,LWED,adlib_from_focals
,,,,"2018-07-31,14:59:15",SM,Foraging,,,Invertebrate,,-12.562234,-70.09196,SM,LWED,adlib_from_focals
,,,,"2018-07-31,15:00:41",SM,Foraging,,,Invertebrate,,-12.562236,-70.09198,SM,LWED,adlib_from_focals
,,,,"2018-07-31,15:03:47",SM,Foraging,,,Invertebrate,,-12.562202,-70.091948,SM,LWED,adlib_from_focals
,,,,"2018-07-31,15:46:46",SM,Foraging,,,Exudate,,-12.56217,-70.091854,SM,LWED,adlib_from_focals
,,,,"2018-07-31,15:49:10",SM,Foraging,,,Exudate,,-12.562178,-70.091872,SM,LWED,adlib_from_focals
,,,,"2018-07-25,11:12:36",SBG,Foraging,,,Unknown,,-12.563402,-70.09404,SS,LWED,adlib_from_focals
,,,,"2018-07-25,10:03:38",SBS,Foraging,,,Invertebrate,,-12.562284,-70.095072,SS,LWED,adlib_from_focals
,,,,"2018-07-25,09:44:47",RC,Foraging,,,Fruit,,-12.561876,-70.094856,SS,LWED,adlib_from_focals
,,,,"2018-07-24,11:27:24",SBS,Foraging,,,Exudate,,-12.561386,-70.09521,SS,LWED,adlib_from_focals
,,,,"2018-07-24,11:27:20",SBS,Foraging,,,Invertebrate,,-12.561386,-70.09521,SS,LWED,adlib_from_focals
,,,,"2018-07-24,11:26:39",SBS,Foraging,,,Invertebrate,,-12.561372,-70.09523,SS,LWED,adlib_from_focals
,,,,"2018-07-24,11:26:28",SBS,Foraging,,,Unknown,,-12.561372,-70.09523,SS,LWED,adlib_from_focals
,,,,"2018-07-24,11:26:11",SBS,Foraging,,,Invertebrate,,-12.561372,-70.09523,SS,LWED,adlib_from_focals
,,,,"2018-07-24,11:18:02",SBG,Foraging,,,Invertebrate,,-12.56153,-70.095654,SS,LWED,adlib_from_focals
,,,,"2018-07-24,11:17:11",SBG,Foraging,,,Invertebrate,,-12.56156,-70.09558,SS,LWED,adlib_from_focals
,,,,"2018-07-24,11:17:02",SBG,Foraging,,,Unknown,,-12.56156,-70.09558,SS,LWED,adlib_from_focals
,,,,"2018-07-24,10:55:44",SBO,Foraging,,,Invertebrate,,-12.564376,-70.094754,SS,LWED,adlib_from_focals
,,,,"2018-07-24,09:32:05",SBG,Foraging,,,Invertebrate,,-12.565986,-70.094076,SS,LWED,adlib_from_focals
,,,,"2018-06-26,13:12:42",BlBG,Foraging,,,Unknown,,-12.55819,-70.097908,WF,LWED,adlib_from_focals
,,,,"2018-06-26,10:50:02",BlBG,Foraging,,,Unknown,,-12.558728,-70.095062,WF,LWED,adlib_from_focals
,,,,"2018-06-26,10:49:27",BlBG,Foraging,,,Unknown,,-12.558742,-70.095114,WF,LWED,adlib_from_focals
,,,,"2017-06-21,16:05:00",LBR,Moving,H (15+),,NA,NA,-12.56225,-70.102716,AR,LWED,paper
,,,,"2017-06-22,09:25:00",RC,Moving,M (5-15),,NA,NA,-12.56225,-70.102716,AR,LWED,paper
,,,,"2017-06-22,09:25:00",OBL,Moving,M (5-15),,NA,NA,-12.56225,-70.102716,AR,LWED,paper
,,,,"2017-06-22,15:40:00",OBL,Resting,M (5-15),,NA,NA,-12.56225,-70.102716,AR,LWED,paper
,,,,"2017-06-28,14:20:00",WBW,Moving,M (5-15),,NA,NA,-12.560286,-70.105638,BA,SIMP,paper
,,,,"2017-06-28,14:50:00",WPY,Resting,H (15+),,NA,NA,-12.560286,-70.105638,BA,SIMP,paper
,,,,"2017-06-28,15:00:00",WRC,Resting,H (15+),,NA,NA,-12.560286,-70.105638,BA,SIMP,paper
,,,,"2017-06-28,15:10:00",WPY,Resting,H (15+),,NA,NA,-12.560286,-70.105638,BA,SIMP,paper
,,,,"2017-06-28,15:50:00",WRC,Resting,M (5-15),,NA,NA,-12.560286,-70.105638,BA,SIMP,paper
,,,,"2017-06-28,15:50:00",WBL,Moving,M (5-15),,NA,NA,-12.560286,-70.105638,BA,SIMP,paper
,,,,"2017-06-27,15:00:00",Unc1,Moving,L (0-5m),,NA,NA,-12.560286,-70.105638,BA,SIMP,paper
,,,,"2017-06-27,15:20:00",Unc1,Resting,L (0-5m),,NA,NA,-12.560286,-70.105638,BA,SIMP,paper
,,,,"2017-06-26,06:50:00",BLBS,Moving,M (5-15),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,07:00:00",BLBBL,Resting,L (0-5m),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,07:00:00",UNC (3 of them),Resting,M (5-15),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,07:10:00",BLBW,Resting,L (0-5m),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,07:10:00",BLBS,Resting,L (0-5m),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,07:30:00",RC,Resting,M (5-15),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,07:40:00",BLBBL,Moving,M (5-15),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,07:40:00",BLBS,Moving,L (0-5m),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,07:40:00",UNC (3 of them),Moving,M (5-15),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,07:50:00",UNC (3 of them),Resting,H (15+),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,08:00:00",RC,Moving,L (0-5m),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,08:00:00",BLBW,Moving,M (5-15),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,08:00:00",BLBBL,Moving,M (5-15),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,08:10:00",BLBW,Moving,L (0-5m),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,08:10:00",BLBBL,Moving,L (0-5m),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,08:20:00",RC,Foraging,M (5-15),,,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,08:20:00",BLBW,Moving,M (5-15),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,08:20:00",BLBBL,Resting,M (5-15),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,08:20:00",UNC (3 of them),Moving,L (0-5m),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,08:30:00",RC,Resting,M (5-15),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,08:30:00",BLBW,Resting,M (5-15),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,08:30:00",UNC (3 of them),Moving,M (5-15),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,08:40:00",BLBBL,Autogrooming,M (5-15),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,08:40:00",UNC (3 of them),Moving,M (5-15),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,09:20:00",BLBBL,Moving,M (5-15),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,09:30:00",BLBBL,Resting,H (15+),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
,,,,"2017-06-26,09:30:00",UNC (3 of them),Moving,M (5-15),,NA,NA,-12.558364,-70.101504,BLOOPS,LWED,paper
